hotel_name,url_short,other_rating
Hotel le Lapin Blanc,https://www.hotels.com/ho282329/le-lapin-blanc-paris-france/,9.2
Camperio House Suites Apartments,https://www.hotels.com/ho376569/camperio-house-suites-milan-italy/,9.0
Mercure Hotel Raphael Wien,https://www.hotels.com/ho120518/mercure-hotel-raphael-wien-vienna-austria/,7.6
Colombia,https://www.hotels.com/ho121197/movich-hotel-de-pereira-pereira-colombia/,9.0
Austria Trend Hotel Anatol Wien,https://www.hotels.com/ho120334/austria-trend-hotel-anatol-vienna-austria/,8.4
Le Marceau Bastille,https://www.hotels.com/ho267552/le-marceau-bastille-paris-france/,8.8
Hotel Duminy Vendome,https://www.hotels.com/ho282281/hotel-duminy-vendome-paris-france/,8.4
InterContinental Paris Le Grand,https://www.hotels.com/ho106271/intercontinental-paris-le-grand-an-ihg-hotel-paris-france/,8.8
Morgan Mees,https://www.hotels.com/ho553732/morgan-mees-amsterdam-netherlands/,9.4
Rochester Champs Elysees,https://www.hotels.com/ho282407/hotel-rochester-champs-elysees-paris-france/,9.0
Hotel Royal,https://www.hotels.com/ho151293/hotel-royal-kuala-lumpur-kuala-lumpur-malaysia/,7.4
ARCOTEL Wimberger,https://www.hotels.com/ho126085/arcotel-wimberger-vienna-vienna-austria/,8.0
1K Hotel,https://www.hotels.com/ho995138816/izmir-palas-otel-izmir-turkey/,8.6
Austria Trend Hotel Lassalle Wien,https://www.hotels.com/ho1248790976/b-b-hotel-wien-hauptbahnhof-vienna-austria/,8.6
Derag Livinghotel Kaiser Franz Joseph Vienna,https://www.hotels.com/ho206733/living-hotel-kaiser-franz-joseph-vienna-austria/,8.0
ADI Doria Grand Hotel,https://www.hotels.com/ho130189/doria-grand-hotel-milan-italy/,8.2
The Royal Park Hotel,https://www.hotels.com/ho205955/the-royal-park-hotel-iconic-tokyo-shiodome-tokyo-japan/,9.2
Novotel London Canary Wharf,https://www.hotels.com/ho518803104/novotel-london-canary-wharf-hotel-london-united-kingdom/,9.0
NH Collection Barcelona Podium,https://www.hotels.com/ho130069/nh-collection-barcelona-podium-barcelona-spain/,9.2
Mercer Hotel Barcelona,https://www.hotels.com/ho598365/mercer-hotel-barcelona-barcelona-spain/,9.6
The Capital,https://www.hotels.com/ho164604/the-capital-hotel-apartments-townhouse-london-united-kingdom/,8.8
Wilson Boutique Hotel,https://www.hotels.com/ho186214/wilson-boutique-hotel-barcelona-spain/,8.8
La Villa des Ternes,https://www.hotels.com/ho129797/la-villa-des-ternes-hotel-paris-france/,8.6
Hotel Amadeus,https://www.hotels.com/ho335417/hotel-amadeus-seville-spain/,9.2
H tel de Lille,https://www.hotels.com/ho940947008/hotel-spa-jawor-zawoja-poland/,8.2
NH Amsterdam Noord,https://www.hotels.com/ho122158/nh-amsterdam-noord-amsterdam-netherlands/,8.4
COMO Metropolitan London,https://www.hotels.com/ho151407/como-metropolitan-london-london-united-kingdom/,9.0
InterContinental Wien,https://www.hotels.com/ho139653/intercontinental-vienna-vienna-austria/,8.6
Waldorf Astoria Amsterdam,https://www.hotels.com/ho448625/waldorf-astoria-amsterdam-amsterdam-netherlands/,9.6
Pestana Arena Barcelona,https://www.hotels.com/ho239179/pestana-arena-barcelona-barcelona-spain/,8.6
ME Milan Il Duca,https://www.hotels.com/ho486450/me-milan-il-duca-milan-italy/,9.2
Best Western Ducs de Bourgogne,https://www.hotels.com/ho203397/hotel-ducs-de-bourgogne-paris-france/,9.2
Ham Yard Hotel,https://www.hotels.com/ho457767/ham-yard-hotel-firmdale-hotels-london-united-kingdom/,9.8
Best Western Premier Op ra Opal,https://www.hotels.com/ho205835/hotel-opera-opal-paris-france/,8.4
Charlotte Street Hotel,https://www.hotels.com/ho164601/charlotte-street-hotel-firmdale-hotels-london-united-kingdom/,9.6
The London EDITION,https://www.hotels.com/ho129344/the-london-edition-london-united-kingdom/,9.4
Le Tourville Eiffel,https://www.hotels.com/ho203404/hotel-le-tourville-paris-france/,9.0
Derby Alma,https://www.hotels.com/ho203570/le-derby-alma-paris-france/,8.8
Hotel Balmoral,https://www.hotels.com/ho282678/hotel-balmoral-barcelona-spain/,8.4
Hilton Diagonal Mar Barcelona,https://www.hotels.com/ho226945/hilton-diagonal-mar-barcelona-barcelona-spain/,8.4
Mokinba Hotels Baviera,https://www.hotels.com/ho279480/mokinba-hotels-baviera-milan-italy/,7.2
Hotel Mentana,https://www.hotels.com/ho279444/hotel-mentana-by-r-collection-hotels-milan-italy/,7.6
H tel L Echiquier Op ra Paris MGallery by Sofitel,https://www.hotels.com/ho355879/hotel-ibis-orly-chevilly-tram-7-chevilly-larue-france/,7.4
NH Hesperia Barcelona del Mar,https://www.hotels.com/ho199663/hesperia-del-mar-barcelona-spain/,8.0
Chasse Hotel,https://www.hotels.com/ho682847840/chasse-hotel-amsterdam-netherlands/,9.0
Conservatorium Hotel,https://www.hotels.com/ho392880/conservatorium-hotel-amsterdam-netherlands/,9.4
Madeleine Plaza,https://www.hotels.com/ho141613/hotel-madeleine-plaza-paris-france/,8.6
Upper Diagonal,https://www.hotels.com/ho558005/upper-diagonal-barcelona-spain/,9.0
Canary Riverside Plaza Hotel,https://www.hotels.com/ho172390/canary-riverside-plaza-hotel-london-united-kingdom/,9.0
De L Europe Amsterdam,https://www.hotels.com/ho109346/de-l-europe-amsterdam-amsterdam-netherlands/,9.0
Milan Suite Hotel,https://www.hotels.com/ho335837/milan-suite-hotel-milan-italy/,9.2
Sofitel Paris Le Faubourg,https://www.hotels.com/ho145153/sofitel-paris-le-faubourg-paris-france/,8.8
One Aldwych,https://www.hotels.com/ho141466/one-aldwych-london-united-kingdom/,9.4
Royal Saint Honore,https://www.hotels.com/ho232653/hotel-royal-saint-honore-paris-louvre-by-accor-paris-france/,8.6
Hotel Front Maritim,https://www.hotels.com/ho195031/hotel-best-front-maritim-barcelona-spain/,7.6
Francois 1er,https://www.hotels.com/ho126549/hotel-francois-1er-paris-france/,9.0
Four Points Sheraton Milan Center,https://www.hotels.com/ho119090/four-points-by-sheraton-milan-center-milan-italy/,9.0
Hotel Vienna,https://www.hotels.com/ho186970/hotel-gilbert-vienna-austria/,8.0
Hotel Am Stephansplatz,https://www.hotels.com/ho135189/boutique-hotel-am-stephansplatz-vienna-austria/,9.6
Hotel Scribe Paris Opera by Sofitel,https://www.hotels.com/ho175784/sofitel-le-scribe-paris-opera-paris-france/,8.6
Leonardo Hotel Milan City Center,https://www.hotels.com/ho144711/leonardo-hotel-milan-city-center-milan-italy/,8.4
St James Hotel Club Mayfair,https://www.hotels.com/ho177787/st-james-hotel-and-club-mayfair-london-united-kingdom/,8.8
Hotel Granados 83,https://www.hotels.com/ho235635/hotel-granados-83-barcelona-spain/,9.0
Hotel Palais Strudlhof,https://www.hotels.com/ho218660/hotel-palais-strudlhof-vienna-austria/,8.4
Taj 51 Buckingham Gate Suites and Residences,https://www.hotels.com/ho193292/taj-51-buckingham-gate-suites-and-residences-london-united-kingdom/,9.6
Guitart Grand Passage,https://www.hotels.com/ho222294/guitart-grand-passage-barcelona-spain/,8.0
Hotel Indigo Barcelona Plaza Catalunya,https://www.hotels.com/ho423512/hotel-indigo-barcelona-plaza-catalunya-an-ihg-hotel-barcelona-spain/,8.6
Hotel Omm,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
H tel Th r se,https://www.hotels.com/ho141164/iberostar-heritage-grand-mencey-santa-cruz-de-tenerife-spain/,9.2
H tel Le M,https://www.hotels.com/ho682807/hotelito-azul-tulum-mexico/,8.4
Ako Suites Hotel,https://www.hotels.com/ho643242048/zarqa-luxury-suites-couples-only-acre-israel/,8.4
Portobello House,https://www.hotels.com/ho395799/notting-hill-by-capital-london-united-kingdom/,8.4
Hotel Carrobbio,https://www.hotels.com/ho261170/concordia-hotel-milano-sesto-sesto-san-giovanni-italy/,8.8
Maison Borella,https://www.hotels.com/ho2512100448/maison-bellamant-alan-france/,10.0
Catalonia Barcelona 505,https://www.hotels.com/ho282744/catalonia-barcelona-505-barcelona-spain/,8.2
Hotel Sacher Wien,https://www.hotels.com/ho128410/hotel-sacher-wien-vienna-austria/,9.6
Hotel Mercure Wien City,https://www.hotels.com/ho228799/blarney-woollen-mills-hotel-blarney-ireland/,8.8
Hotel Le Chat Noir,https://www.hotels.com/ho186509/hotel-le-chat-noir-paris-france/,8.4
Draycott Hotel,https://www.hotels.com/ho129204/draycott-hotel-by-mantis-london-united-kingdom/,9.2
pentahotel Vienna,https://www.hotels.com/ho234445/pentahotel-vienna-vienna-austria/,8.8
Hotel West End,https://www.hotels.com/ho123625/hotel-west-end-nice-france/,8.2
Eiffel Trocad ro,https://www.hotels.com/ho861329664/hotel-des-marronniers-paris-france/,8.8
Hotel Xanadu,https://www.hotels.com/ho415943/hotel-xanadu-london-united-kingdom/,8.8
Splendid Etoile,https://www.hotels.com/ho282577/splendid-etoile-hotel-paris-france/,9.0
La Maison Favart,https://www.hotels.com/ho170687/la-maison-favart-paris-france/,9.4
Hotel La Place,https://www.hotels.com/ho29434080/hotel-la-place-london-united-kingdom/,8.2
Millennium Hotel Paris Opera,https://www.hotels.com/ho150341/m-social-hotel-paris-opera-paris-france/,8.6
Abba Garden,https://www.hotels.com/ho211556/abba-garden-esplugues-de-llobregat-spain/,8.2
H10 Itaca,https://www.hotels.com/ho199606/h10-itaca-barcelona-spain/,8.2
H tel Moli re,https://www.hotels.com/ho267025/gran-melia-palacio-de-isora-guia-de-isora-spain/,8.8
Hotel Les Th tres,https://www.hotels.com/ho352956/lazart-hotel-pavlos-melas-greece/,8.8
Dorset Square Hotel,https://www.hotels.com/ho182679/dorset-square-hotel-firmdale-hotels-london-united-kingdom/,9.4
Sofitel Paris Baltimore Tour Eiffel,https://www.hotels.com/ho115975/sofitel-paris-baltimore-tour-eiffel-hotel-paris-france/,8.6
Le G n ral H tel,https://www.hotels.com/ho138206/courtyard-by-marriott-tallahassee-downtown-capitol-tallahassee-united-states-of-america/,8.2
Hotel Le Squara,https://www.hotels.com/ho404736/hotel-du-beaumont-paris-france/,8.4
St George Hotel,https://www.hotels.com/ho245536/the-george-hotel-by-saffron-dubai-creek-dixcove-ghana/,6.4
San Domenico House,https://www.hotels.com/ho359246/san-domenico-house-london-united-kingdom/,9.2
Palazzo Parigi Hotel Grand Spa Milano,https://www.hotels.com/ho434369/palazzo-parigi-hotel-grand-spa-milan-milan-italy/,9.6
Haymarket Hotel,https://www.hotels.com/ho254265/haymarket-hotel-firmdale-hotels-london-united-kingdom/,9.8
Le Marquis Eiffel,https://www.hotels.com/ho116346/le-marquis-eiffel-paris-france/,8.8
Hotel Saint Dominique,https://www.hotels.com/ho283013/hotel-saint-dominique-paris-france/,9.0
Four Seasons Hotel George V Paris,https://www.hotels.com/ho1212544/four-seasons-hotel-george-v-paris-france/,9.8
The Ritz Carlton Vienna,https://www.hotels.com/ho416553/the-ritz-carlton-vienna-vienna-austria/,9.2
Best Western Le Jardin de Cluny,https://www.hotels.com/ho282325/best-western-jardin-de-cluny-paris-france/,8.8
Abba Sants,https://www.hotels.com/ho18907872/abba-sants-hotel-4-superior-barcelona-spain/,8.4
Le Senat,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Hotel 4 Barcelona,https://www.hotels.com/ho336198/hotel-best-4-barcelona-barcelona-spain/,8.0
The Beaumont Hotel,https://www.hotels.com/ho3628256/the-beaumont-hotel-hexham-united-kingdom/,9.4
NH Hesperia Barcelona Presidente,https://www.hotels.com/ho108888/hesperia-presidente-barcelona-spain/,8.8
Relais Saint Jacques,https://www.hotels.com/ho129044/hotel-relais-saint-jacques-paris-france/,8.8
Hotel Mediolanum,https://www.hotels.com/ho105909/hotel-mediolanum-milan-italy/,8.4
L Empire Paris,https://www.hotels.com/ho253061/l-empire-paris-paris-france/,8.8
Best Western Amiral Hotel,https://www.hotels.com/ho245945/amiral-hotel-paris-france/,7.6
Best Western Antares Hotel Concorde,https://www.hotels.com/ho194099/best-western-antares-hotel-concorde-milan-italy/,8.0
Hotel Vignon,https://www.hotels.com/ho282440/hotel-le-vignon-paris-france/,8.8
Hotel Bagu s,https://www.hotels.com/ho647469440/cedar-peak-condominium-by-tripsters-hub-baguio-philippines/,7.6
Atahotel Contessa Jolanda,https://www.hotels.com/ho220848/unaway-hotel-residence-contessa-jolanda-milano-milan-italy/,7.8
Hotel Indigo Paris Opera,https://www.hotels.com/ho179700/hotel-indigo-paris-opera-paris-france/,9.2
Hotel Monge,https://www.hotels.com/ho314004/hotel-monge-paris-france/,9.8
Simply Rooms Suites,https://www.hotels.com/ho354014/simply-rooms-suites-london-united-kingdom/,7.8
Sheraton Grand London Park Lane,https://www.hotels.com/ho115090/sheraton-grand-london-park-lane-london-united-kingdom/,8.4
Op ra Marigny,https://www.hotels.com/ho325767/hotel-opera-marigny-paris-france/,8.4
Nu Hotel,https://www.hotels.com/ho115988/orchard-hotel-singapore-sg-clean-singapore-singapore/,8.2
Park Hyatt Milano,https://www.hotels.com/ho216455/park-hyatt-milano-milan-italy/,9.4
Graben Hotel,https://www.hotels.com/ho121094/graben-hotel-vienna-austria/,8.6
London Suites,https://www.hotels.com/ho348412/london-suites-hotel-dubai-united-arab-emirates/,6.2
Grand Pigalle Hotel,https://www.hotels.com/ho490727/grand-pigalle-hotel-paris-france/,9.2
Baglioni Hotel London The Leading Hotels of the World,https://www.hotels.com/ho105498/baglioni-hotel-london-the-leading-hotels-of-the-world-london-united-kingdom/,9.0
Les Plumes Hotel,https://www.hotels.com/ho432237/les-plumes-hotel-paris-paris-france/,9.0
Platine Hotel Spa,https://www.hotels.com/ho390904/novotel-bangkok-platinum-bangkok-thailand/,8.4
Nolinski Paris,https://www.hotels.com/ho422527264/nolinski-paris-paris-france/,9.6
Antares Hotel Rubens,https://www.hotels.com/ho194518/antares-hotel-rubens-milan-italy/,8.8
Montagu Place Hotel,https://www.hotels.com/ho325846/montagu-place-hotel-london-united-kingdom/,9.0
Best Western Plus Elys e Secret,https://www.hotels.com/ho388910/hotel-elysee-secret-paris-france/,7.6
Hotel Clerici,https://www.hotels.com/ho581921/clerici-boutique-hotel-milan-italy/,8.8
Hotel Johann Strauss,https://www.hotels.com/ho196699/hotel-johann-strauss-vienna-austria/,8.8
Hotel Monceau Wagram,https://www.hotels.com/ho283172/hotel-monceau-wagram-paris-france/,7.6
FourSide Hotel Suites Vienna,https://www.hotels.com/ho204813/novotel-suites-wien-city-vienna-austria/,8.4
Holiday Inn Paris Op ra Grands Boulevards,https://www.hotels.com/ho121945/holiday-inn-paris-opera-grands-boulevards-an-ihg-hotel-paris-france/,8.6
NH Milano Palazzo Moscova,https://www.hotels.com/ho340661/nh-milano-palazzo-moscova-milan-italy/,8.2
Klima Hotel Milano Fiere,https://www.hotels.com/ho420605/klima-hotel-milano-fiere-milan-italy/,8.4
Hilton Paris Opera,https://www.hotels.com/ho115010/hilton-paris-opera-paris-france/,8.0
Sir Adam Hotel,https://www.hotels.com/ho497090848/sir-adam-hotel-amsterdam-netherlands/,9.4
Hotel Midmost,https://www.hotels.com/ho614865/hotel-midmost-barcelona-spain/,9.0
Les Jardins De La Villa Spa,https://www.hotels.com/ho332655/hotel-les-jardins-de-la-villa-paris-france/,9.0
Hotel Corvinus,https://www.hotels.com/ho284673/hotel-corvinus-vienna-austria/,8.2
Meli Milano,https://www.hotels.com/ho141180/the-westin-palace-milan-milan-italy/,8.6
NH Sants Barcelona,https://www.hotels.com/ho121856/nh-sants-barcelona-barcelona-spain/,8.4
Melia Barcelona Sarri ,https://www.hotels.com/ho124226/melia-barcelona-sarria-barcelona-spain/,8.4
ADI Hotel Poliziano Fiera,https://www.hotels.com/ho145334/city-life-hotel-poliziano-by-r-collection-hotels-milan-italy/,8.2
H tel Vernet,https://www.hotels.com/ho304066/hotel-mioni-royal-san-montegrotto-terme-italy/,8.4
Vincci Mae,https://www.hotels.com/ho144335/vincci-mae-barcelona-spain/,9.2
Mercure Vaugirard Paris Porte De Versailles,https://www.hotels.com/ho181314/mercure-paris-vaugirard-porte-de-versailles-paris-france/,8.6
H tel Bel Ami,https://www.hotels.com/ho150839/red-roof-inn-toledo-university-toledo-united-states-of-america/,7.0
Hotel Plaza Elys es,https://www.hotels.com/ho218097/l-hotel-du-collectionneur-arc-de-triomphe-paris-france/,8.0
Idol Hotel,https://www.hotels.com/ho282417/idol-hotel-paris-france/,9.2
The Dylan Amsterdam,https://www.hotels.com/ho185989/the-dylan-amsterdam-amsterdam-netherlands/,9.4
The Corner Hotel,https://www.hotels.com/ho593732/the-corner-hotel-barcelona-spain/,9.6
H tel Fabric,https://www.hotels.com/ho252912/sheraton-grand-shanghai-pudong-hotel-residences-shanghai-china/,8.4
HCC St Moritz,https://www.hotels.com/ho199368/hotel-hcc-st-moritz-barcelona-spain/,8.6
41,https://www.hotels.com/ho129625/chelsea-hotel-toronto-toronto-canada/,7.6
The Goring,https://www.hotels.com/ho174363/the-goring-london-united-kingdom/,9.6
Golden Tulip Washington Opera,https://www.hotels.com/ho139164/golden-tulip-hotel-washington-opera-paris-france/,8.2
Hotel Maison FL,https://www.hotels.com/ho386892/hotel-recour-poperinge-belgium/,9.2
Hollmann Beletage Design Boutique,https://www.hotels.com/ho238170/hollmann-beletage-design-boutique-hotel-vienna-austria/,9.4
The Pillar Hotel,https://www.hotels.com/ho139487/ramada-by-wyndham-niagara-falls-by-the-river-niagara-falls-canada/,6.8
Best Western Op ra Batignolles,https://www.hotels.com/ho195927/best-western-plus-opera-batignolles-paris-france/,8.8
Novotel Paris 17,https://www.hotels.com/ho179577/novotel-paris-17-paris-france/,8.0
The Berkeley,https://www.hotels.com/ho172845/the-berkeley-london-united-kingdom/,9.2
Bassano,https://www.hotels.com/ho279804/bonotto-hotel-palladio-bassano-del-grappa-italy/,8.0
Hotel Zeitgeist Vienna Hauptbahnhof,https://www.hotels.com/ho439736/hotel-zeitgeist-vienna-hauptbahnhof-vienna-austria/,8.8
Tryp Barcelona Condal Mar Hotel,https://www.hotels.com/ho230502/hotel-barcelona-condal-mar-affiliated-by-melia-barcelona-spain/,8.2
Best Western Aulivia Op ra,https://www.hotels.com/ho194608/hotel-aulivia-opera-paris-france/,7.4
The Portobello Hotel,https://www.hotels.com/ho184345/the-portobello-hotel-london-united-kingdom/,8.8
Etoile Saint Ferdinand,https://www.hotels.com/ho194494/hotel-etoile-saint-ferdinand-by-happyculture-paris-france/,8.2
Hotel Le Sainte Beuve,https://www.hotels.com/ho286629/hotel-le-belvedere-saint-cyprien-france/,8.2
Hotel Schild,https://www.hotels.com/ho284575/hotel-schild-vienna-austria/,8.2
Hotel D Este,https://www.hotels.com/ho608870976/checkin-flamingo-torroella-de-montgri-spain/,7.8
Hotel La Lanterne,https://www.hotels.com/ho549895/hotel-la-lanterne-paris-france/,9.2
Villa Opera Drouot,https://www.hotels.com/ho861329664/hotel-des-marronniers-paris-france/,8.8
Windermere Hotel,https://www.hotels.com/ho202564/the-windermere-hotel-london-london-united-kingdom/,9.0
H tel Keppler,https://www.hotels.com/ho1484588192/large-holiday-home-in-kellerwald-edersee-national-park-with-balcony-and-terrace-bad-wildungen-germany/,9.0
Hotel Nestroy Wien,https://www.hotels.com/ho1567648512/steiner-residences-vienna-nestroyplatz-vienna-austria/,10.0
H tel de Varenne,https://www.hotels.com/ho1186691008/le-clos-de-la-muse-saint-junien-france/,9.8
Mercure Paris Opera Louvre,https://www.hotels.com/ho143458/mercure-paris-opera-louvre-paris-france/,7.8
Paris Marriott Champs Elysees Hotel,https://www.hotels.com/ho133011/paris-marriott-champs-elysees-hotel-paris-france/,8.4
Sina The Gray,https://www.hotels.com/ho208221/sina-the-gray-milan-italy/,8.2
Hotel Ciutadella Barcelona,https://www.hotels.com/ho423822/hotel-ciutadella-barcelona-barcelona-spain/,8.2
Timhotel Op ra Blanche Fontaine,https://www.hotels.com/ho129408/timhotel-opera-blanche-fontaine-paris-france/,8.4
Hotel Design Secret de Paris,https://www.hotels.com/ho340463/secret-de-paris-hotel-spa-paris-france/,9.4
H tel Monna Lisa Champs Elys es,https://www.hotels.com/ho1215565408/hotel-calimala-florence-italy/,9.6
Simm s Hotel,https://www.hotels.com/ho115988/orchard-hotel-singapore-sg-clean-singapore-singapore/,8.2
Relais Christine,https://www.hotels.com/ho506523/relais-christine-paris-france/,9.4
Park Hyatt Vienna,https://www.hotels.com/ho463432/park-hyatt-vienna-vienna-austria/,9.6
Aparthotel Mariano Cubi Barcelona,https://www.hotels.com/ho195103/aparthotel-mariano-cubi-barcelona-barcelona-spain/,8.2
Best Western Premier Le Swann,https://www.hotels.com/ho152603/best-western-premier-le-swann-paris-france/,8.2
Maison Souquet,https://www.hotels.com/ho479983/maison-souquet-paris-france/,9.6
Le A,https://www.hotels.com/ho172855/gasthof-post-lech-am-arlberg-austria/,10.0
Hotel Maison Ath n e,https://www.hotels.com/ho879100704/elegant-maisonette-garden-near-the-beach-aegina-greece/,10.0
Four Seasons Hotel London at Park Lane,https://www.hotels.com/ho115066/four-seasons-hotel-london-at-park-lane-london-united-kingdom/,9.6
B Montmartre,https://www.hotels.com/ho238018/b-montmartre-paris-france/,9.4
The Abbey Court Notting Hill,https://www.hotels.com/ho134190/the-abbey-court-notting-hill-london-united-kingdom/,8.0
Hotel Murmuri Barcelona,https://www.hotels.com/ho121736/hotel-barcelona-apolo-affiliated-by-melia-barcelona-spain/,8.4
Mercure Paris Opera Garnier,https://www.hotels.com/ho115548/mercure-paris-opera-garnier-paris-france/,8.4
Hotel Montaigne,https://www.hotels.com/ho126554/hotel-montaigne-paris-france/,8.2
H tel De Vend me,https://www.hotels.com/ho2304755168/changomango-la-ventana-mexico/,10.0
Relais Du Louvre,https://www.hotels.com/ho282288/relais-du-louvre-paris-france/,9.0
Pakat Suites Hotel,https://www.hotels.com/ho318195/pakat-suites-hotel-vienna-austria/,9.0
La Chambre du Marais,https://www.hotels.com/ho171344/la-chambre-du-marais-paris-france/,9.6
Hotel Vittoria,https://www.hotels.com/ho372942/hotel-vittoria-brescia-italy/,8.2
Franklin Roosevelt,https://www.hotels.com/ho218097/l-hotel-du-collectionneur-arc-de-triomphe-paris-france/,8.0
Number Sixteen,https://www.hotels.com/ho481123/number-sixteen-hotel-firmdale-hotels-london-united-kingdom/,9.4
Evenia Rossello,https://www.hotels.com/ho216570/evenia-rossello-barcelona-spain/,8.4
Hotel Mercure Wien Westbahnhof,https://www.hotels.com/ho178831/hotel-mercure-wien-westbahnhof-vienna-austria/,7.8
Le Relais Madeleine,https://www.hotels.com/ho189937/le-relais-madeleine-paris-france/,8.8
The Kings Head Hotel,https://www.hotels.com/ho626444/the-kings-head-hotel-london-united-kingdom/,8.4
Belfast,https://www.hotels.com/ho233530/radisson-blu-hotel-belfast-belfast-united-kingdom/,8.2
Hotel Margot House,https://www.hotels.com/ho687673/clos-margottieres-le-val-saint-pere-france/,9.6
Best Western Le 18 Paris,https://www.hotels.com/ho230914/hotel-le-18-paris-paris-france/,7.4
The Wittmore Adults Only,https://www.hotels.com/ho602030/hotel-the-wittmore-small-luxury-hotel-slh-barcelona-spain/,9.6
The One Barcelona GL,https://www.hotels.com/ho664555/the-one-barcelona-gl-barcelona-spain/,9.6
Mandarin Oriental Hyde Park London,https://www.hotels.com/ho108769/mandarin-oriental-hyde-park-london-london-united-kingdom/,8.6
Lindner Hotel Am Belvedere,https://www.hotels.com/ho248423/lindner-hotel-am-belvedere-vienna-austria/,8.8
Marlin Waterloo,https://www.hotels.com/ho698180/marlin-waterloo-london-united-kingdom/,8.4
Zenit Borrell,https://www.hotels.com/ho221207/hotel-zenit-conde-de-borrell-barcelona-spain/,8.2
R Kipling by Happyculture,https://www.hotels.com/ho204422/hotel-r-kipling-by-happyculture-paris-france/,8.0
Hotel Oscar,https://www.hotels.com/ho509997/hotel-oscar-rabat-morocco/,8.0
Best Western Hotel Mirage,https://www.hotels.com/ho115946/hotel-mirage-sure-hotel-collection-by-best-western-milan-italy/,8.8
Sheraton Diana Majestic,https://www.hotels.com/ho135807/sheraton-diana-majestic-milan-milan-italy/,7.8
Hotel Ronda Lesseps,https://www.hotels.com/ho235289/hotel-ronda-lesseps-barcelona-spain/,7.4
My Home In Paris,https://www.hotels.com/ho283066/my-home-in-paris-hotel-paris-france/,9.4
Antica Locanda Dei Mercanti,https://www.hotels.com/ho223732/antica-locanda-dei-mercanti-milan-italy/,8.8
Medinaceli,https://www.hotels.com/ho240492/medinaceli-barcelona-spain/,8.0
Hotel Panache,https://www.hotels.com/ho442904/hotel-panache-paris-france/,8.6
The Zetter Townhouse Marylebone,https://www.hotels.com/ho543533/the-zetter-townhouse-marylebone-london-united-kingdom/,9.4
Bradford Elys es Astotel,https://www.hotels.com/ho218097/l-hotel-du-collectionneur-arc-de-triomphe-paris-france/,8.0
Gran Hotel Barcino,https://www.hotels.com/ho183064/gran-hotel-barcino-barcelona-spain/,8.4
Hotel Raffaello,https://www.hotels.com/ho233423/hotel-raffaello-sure-hotel-collection-by-best-western-rome-italy/,9.0
LHP Hotel Napoleon,https://www.hotels.com/ho239605/lhp-hotel-napoleon-milan-italy/,8.0
Ca Bianca Hotel Corte Del Naviglio,https://www.hotels.com/ho260377/excel-hotel-naviglio-ca-bianca-milan-italy/,7.6
Hotel de Nell,https://www.hotels.com/ho421014/hotel-de-nell-paris-france/,9.2
Hotel Mercure Milano Solari,https://www.hotels.com/ho363464/mercure-milano-solari-milan-italy/,8.4
Hotel de Seze,https://www.hotels.com/ho391724/hotel-de-seze-paris-france/,9.2
Best Western Delphi Hotel,https://www.hotels.com/ho210378/the-delphi-amsterdam-townhouse-amsterdam-netherlands/,7.8
Sercotel Amister Art Hotel Barcelona,https://www.hotels.com/ho223036/sercotel-amister-art-hotel-barcelona-spain/,8.4
Hidden Hotel by Elegancia,https://www.hotels.com/ho308075/hidden-hotel-paris-france/,9.2
Hotel Villa Saxe Eiffel,https://www.hotels.com/ho129414/villa-saxe-eiffel-paris-france/,9.2
L H tel,https://www.hotels.com/ho141164/iberostar-heritage-grand-mencey-santa-cruz-de-tenerife-spain/,9.2
Timhotel Op ra Grands Magasins,https://www.hotels.com/ho282949/opera-grands-magasins-paris-france/,8.4
Mercure Paris Montparnasse Raspail,https://www.hotels.com/ho177101/mercure-paris-montparnasse-raspail-paris-france/,8.4
Zenit Barcelona,https://www.hotels.com/ho127227/hotel-zenit-barcelona-barcelona-spain/,8.4
Hotel OFF Paris Seine,https://www.hotels.com/ho568004/off-paris-seine-paris-france/,8.6
Mercure Vienna First,https://www.hotels.com/ho511759/mercure-vienna-first-vienna-austria/,9.0
H tel Raphael,https://www.hotels.com/ho645573152/raphael-apartments-herzliya-israel/,8.2
London Marriott Hotel Park Lane,https://www.hotels.com/ho203134/london-marriott-hotel-park-lane-london-united-kingdom/,8.8
The Hub Hotel,https://www.hotels.com/ho310478/hotel-the-hub-milan-italy/,7.8
Legend Saint Germain by Elegancia,https://www.hotels.com/ho202384/hotel-legend-saint-germain-by-elegancia-paris-france/,9.0
Best Western Paris Gare Saint Lazare,https://www.hotels.com/ho282439/best-western-paris-gare-saint-lazare-paris-france/,9.0
Hotel Mercure Milano Centro,https://www.hotels.com/ho200416/mercure-milano-centro-milan-italy/,8.6
Grand Hotel et de Milan,https://www.hotels.com/ho135124/grand-hotel-et-de-milan-the-leading-hotels-of-the-world-milan-italy/,9.4
Eurostars Angli,https://www.hotels.com/ho237551/hotel-eurostars-angli-barcelona-spain/,8.2
Mandarin Oriental Barcelona,https://www.hotels.com/ho97424640/mandarin-oriental-barcelona-barcelona-spain/,9.2
The Wellesley Knightsbridge a Luxury Collection Hotel London,https://www.hotels.com/ho424807/the-wellesley-knightsbridge-a-luxury-collection-hotel-london-united-kingdom/,9.2
